Sample	Population	Superpopulation	Relationship
NA18745	CHB	EAS	nan
NA18747	CHB	EAS	nan
NA18748	CHB	EAS	nan
NA18749	CHB	EAS	nan
NA18757	CHB	EAS	nan
NA18791	CHB	EAS	unrel
NA18794	CHB	EAS	unrel
NA18795	CHB	EAS	unrel
NA18852	YRI	AFR	mother
NA18853	YRI	AFR	father
NA18854	YRI	AFR	child
NA18855	YRI	AFR	mother
NA18856	YRI	AFR	father
NA18857	YRI	AFR	child
NA18858	YRI	AFR	mother
NA18859	YRI	AFR	father
NA18860	YRI	AFR	child
NA18861	YRI	AFR	mother
NA18862	YRI	AFR	father
NA18863	YRI	AFR	child
NA18864	YRI	AFR	mother
NA18865	YRI	AFR	father
NA18867	YRI	AFR	mother
NA18868	YRI	AFR	father
NA18869	YRI	AFR	child
NA18870	YRI	AFR	mother
NA18871	YRI	AFR	father
NA18872	YRI	AFR	child
NA18873	YRI	AFR	mother
NA18874	YRI	AFR	father
NA18875	YRI	AFR	child
NA18876	YRI	AFR	mother
NA18877	YRI	AFR	father
NA18878	YRI	AFR	mother
NA18879	YRI	AFR	father
NA18881	YRI	AFR	mother
NA18906	YRI	AFR	child
NA18907	YRI	AFR	mother
NA18908	YRI	AFR	not father
NA18909	YRI	AFR	mother
NA18910	YRI	AFR	father
NA18911	YRI	AFR	child
NA18912	YRI	AFR	mother
NA18913	YRI	AFR	father
NA18914	YRI	AFR	child
NA18915	YRI	AFR	father
NA18916	YRI	AFR	mother
NA18917	YRI	AFR	father
NA18923	YRI	AFR	father
NA18924	YRI	AFR	mother
NA18925	YRI	AFR	child
NA18930	YRI	AFR	child
NA18933	YRI	AFR	mother
NA18934	YRI	AFR	father
NA18935	YRI	AFR	child
NA18939	JPT	EAS	nan
NA18940	JPT	EAS	nan
NA18941	JPT	EAS	nan
NA18942	JPT	EAS	nan
NA18943	JPT	EAS	nan
NA18944	JPT	EAS	nan
NA18945	JPT	EAS	nan
NA18946	JPT	EAS	nan
NA18947	JPT	EAS	nan
NA18948	JPT	EAS	nan
NA18949	JPT	EAS	nan
NA18950	JPT	EAS	nan
NA18951	JPT	EAS	nan
NA18952	JPT	EAS	nan
NA18953	JPT	EAS	nan
NA18954	JPT	EAS	nan
NA18955	JPT	EAS	nan
NA18956	JPT	EAS	nan
NA18957	JPT	EAS	nan
NA18959	JPT	EAS	nan
NA18960	JPT	EAS	nan
NA18961	JPT	EAS	nan
NA18962	JPT	EAS	nan
NA18963	JPT	EAS	nan
NA18964	JPT	EAS	nan
NA18965	JPT	EAS	nan
NA18966	JPT	EAS	nan
NA18967	JPT	EAS	nan
NA18968	JPT	EAS	nan
NA18969	JPT	EAS	nan
NA18970	JPT	EAS	nan
NA18971	JPT	EAS	nan
NA18972	JPT	EAS	nan
NA18973	JPT	EAS	nan
NA18974	JPT	EAS	nan
NA18975	JPT	EAS	nan
NA18976	JPT	EAS	nan
NA18977	JPT	EAS	nan
NA18978	JPT	EAS	nan
NA18979	JPT	EAS	nan
NA18980	JPT	EAS	nan
NA18981	JPT	EAS	nan
NA18982	JPT	EAS	nan
NA18983	JPT	EAS	nan
NA18984	JPT	EAS	nan
NA18985	JPT	EAS	nan
NA18986	JPT	EAS	nan
NA18987	JPT	EAS	nan
NA18988	JPT	EAS	nan
NA18989	JPT	EAS	nan
NA18990	JPT	EAS	nan
NA18991	JPT	EAS	nan
NA18992	JPT	EAS	nan
NA18993	JPT	EAS	nan
NA18994	JPT	EAS	nan
NA18995	JPT	EAS	nan
NA18997	JPT	EAS	nan
NA18998	JPT	EAS	nan
NA18999	JPT	EAS	nan
NA19000	JPT	EAS	nan
NA19001	JPT	EAS	nan
NA19002	JPT	EAS	nan
NA19003	JPT	EAS	nan
NA19004	JPT	EAS	nan
NA19005	JPT	EAS	nan
NA19006	JPT	EAS	unrel
NA19007	JPT	EAS	nan
NA19009	JPT	EAS	nan
NA19010	JPT	EAS	nan
NA19011	JPT	EAS	unrel
NA19012	JPT	EAS	nan
NA19017	LWK	AFR	unrel
NA19019	LWK	AFR	unrel
NA19020	LWK	AFR	nan
NA19023	LWK	AFR	unrel
NA19024	LWK	AFR	unrel
NA19025	LWK	AFR	unrel
NA19026	LWK	AFR	unrel
NA19027	LWK	AFR	nan
NA19028	LWK	AFR	nan
NA19030	LWK	AFR	unrel
NA19031	LWK	AFR	nan
NA19035	LWK	AFR	nan
NA19036	LWK	AFR	nan
NA19037	LWK	AFR	unrel
NA19038	LWK	AFR	nan
NA19041	LWK	AFR	nan
NA19042	LWK	AFR	unrel
NA19043	LWK	AFR	unrel
NA19044	LWK	AFR	nan
NA19046	LWK	AFR	nan
NA19054	JPT	EAS	nan
NA19055	JPT	EAS	nan
NA19056	JPT	EAS	nan
NA19057	JPT	EAS	nan
NA19058	JPT	EAS	nan
NA19059	JPT	EAS	nan
NA19060	JPT	EAS	nan
NA19062	JPT	EAS	nan
NA19063	JPT	EAS	nan
NA19064	JPT	EAS	nan
NA19065	JPT	EAS	nan
NA19066	JPT	EAS	nan
NA19067	JPT	EAS	nan
NA19068	JPT	EAS	nan
NA19070	JPT	EAS	nan
NA19072	JPT	EAS	nan
NA19074	JPT	EAS	nan
NA19075	JPT	EAS	nan
NA19076	JPT	EAS	nan
NA19077	JPT	EAS	nan
NA19078	JPT	EAS	nan
NA19079	JPT	EAS	nan
NA19080	JPT	EAS	nan
NA19081	JPT	EAS	nan
NA19082	JPT	EAS	nan
NA19083	JPT	EAS	nan
NA19084	JPT	EAS	nan
NA19085	JPT	EAS	nan
NA19086	JPT	EAS	nan
NA19087	JPT	EAS	nan
NA19088	JPT	EAS	nan
NA19089	JPT	EAS	unrel
NA19090	JPT	EAS	unrel
NA19091	JPT	EAS	unrel
NA19092	YRI	AFR	father
NA19093	YRI	AFR	mother
NA19094	YRI	AFR	child
NA19095	YRI	AFR	mother
NA19096	YRI	AFR	father
NA19097	YRI	AFR	child
NA19098	YRI	AFR	father
NA19099	YRI	AFR	mother
NA19100	YRI	AFR	child
NA19101	YRI	AFR	father
NA19102	YRI	AFR	mother
NA19103	YRI	AFR	child
NA19104	YRI	AFR	father
NA19105	YRI	AFR	paternal grandmother
NA19107	YRI	AFR	father
NA19108	YRI	AFR	mother
NA19109	YRI	AFR	child
NA19113	YRI	AFR	father
NA19114	YRI	AFR	mother
NA19115	YRI	AFR	child
NA19116	YRI	AFR	mother
NA19117	YRI	AFR	father
NA19118	YRI	AFR	mother
NA19119	YRI	AFR	father
NA19120	YRI	AFR	child
NA19121	YRI	AFR	father
NA19122	YRI	AFR	mother
NA19123	YRI	AFR	child
NA19127	YRI	AFR	mother
NA19128	YRI	AFR	father
NA19129	YRI	AFR	child
NA19130	YRI	AFR	father
NA19131	YRI	AFR	mother
NA19132	YRI	AFR	child
NA19137	YRI	AFR	mother
NA19138	YRI	AFR	father
NA19139	YRI	AFR	child
NA19140	YRI	AFR	mother
NA19141	YRI	AFR	father
NA19142	YRI	AFR	child
NA19143	YRI	AFR	mother
NA19144	YRI	AFR	father
NA19145	YRI	AFR	child
NA19146	YRI	AFR	father
NA19147	YRI	AFR	mother
NA19148	YRI	AFR	child
NA19149	YRI	AFR	mother
NA19150	YRI	AFR	father
NA19151	YRI	AFR	child
NA19152	YRI	AFR	mother
NA19153	YRI	AFR	father
NA19154	YRI	AFR	child
NA19159	YRI	AFR	mother
NA19160	YRI	AFR	father
NA19161	YRI	AFR	child
NA19166	YRI	AFR	mother
NA19171	YRI	AFR	father
NA19172	YRI	AFR	mother
NA19173	YRI	AFR	child
NA19174	YRI	AFR	child
NA19175	YRI	AFR	father
NA19176	YRI	AFR	mother
NA19177	YRI	AFR	child
NA19184	YRI	AFR	father
NA19185	YRI	AFR	mother
NA19186	YRI	AFR	child
NA19189	YRI	AFR	father
NA19190	YRI	AFR	mother
NA19191	YRI	AFR	child
NA19195	YRI	AFR	father
NA19196	YRI	AFR	mother
NA19197	YRI	AFR	mother
NA19198	YRI	AFR	father
NA19199	YRI	AFR	child
NA19200	YRI	AFR	father
NA19201	YRI	AFR	mother
NA19202	YRI	AFR	child
NA19203	YRI	AFR	father
NA19204	YRI	AFR	mother
NA19205	YRI	AFR	child
NA19206	YRI	AFR	mother
NA19207	YRI	AFR	father
NA19208	YRI	AFR	child
NA19209	YRI	AFR	mother
NA19210	YRI	AFR	father
NA19211	YRI	AFR	child
NA19213	YRI	AFR	father
NA19214	YRI	AFR	mother
NA19215	YRI	AFR	child
NA19221	YRI	AFR	child
NA19222	YRI	AFR	mother
NA19223	YRI	AFR	father
NA19224	YRI	AFR	child
NA19225	YRI	AFR	mother
NA19226	YRI	AFR	father
NA19235	YRI	AFR	mother
NA19236	YRI	AFR	father
NA19237	YRI	AFR	child
NA19238	YRI	AFR	mother
NA19239	YRI	AFR	father
NA19240	YRI	AFR	child
NA19247	YRI	AFR	mother
NA19248	YRI	AFR	father
NA19249	YRI	AFR	child
NA19252	YRI	AFR	child
NA19254	YRI	AFR	mother
NA19256	YRI	AFR	father
NA19257	YRI	AFR	mother
NA19258	YRI	AFR	child
NA19307	LWK	AFR	nan
NA19308	LWK	AFR	nan
NA19309	LWK	AFR	nan
NA19310	LWK	AFR	nan
NA19311	LWK	AFR	nan
NA19312	LWK	AFR	nan
NA19313	LWK	AFR	nan
NA19314	LWK	AFR	nan
NA19315	LWK	AFR	nan
NA19316	LWK	AFR	nan
NA19317	LWK	AFR	nan
NA19318	LWK	AFR	nan
NA19319	LWK	AFR	nan
NA19320	LWK	AFR	unrel
NA19321	LWK	AFR	nan
NA19323	LWK	AFR	unrel
NA19324	LWK	AFR	nan
NA19327	LWK	AFR	nan
NA19328	LWK	AFR	nan
NA19331	LWK	AFR	nan
NA19332	LWK	AFR	nan
NA19334	LWK	AFR	nan
NA19338	LWK	AFR	nan
NA19346	LWK	AFR	nan
NA19347	LWK	AFR	nan
NA19350	LWK	AFR	nan
NA19351	LWK	AFR	nan
NA19352	LWK	AFR	nan
NA19355	LWK	AFR	nan
NA19359	LWK	AFR	nan
NA19360	LWK	AFR	nan
NA19371	LWK	AFR	nan
NA19372	LWK	AFR	nan
NA19373	LWK	AFR	nan
NA19374	LWK	AFR	nan
NA19375	LWK	AFR	nan
NA19376	LWK	AFR	nan
NA19377	LWK	AFR	nan
NA19378	LWK	AFR	unrel
NA19379	LWK	AFR	nan
NA19380	LWK	AFR	nan
NA19381	LWK	AFR	nan
NA19382	LWK	AFR	nan
NA19383	LWK	AFR	nan
NA19384	LWK	AFR	nan
NA19385	LWK	AFR	nan
NA19390	LWK	AFR	nan
NA19391	LWK	AFR	nan
NA19393	LWK	AFR	nan
NA19394	LWK	AFR	nan
NA19395	LWK	AFR	nan
NA19396	LWK	AFR	nan
NA19397	LWK	AFR	nan
NA19398	LWK	AFR	nan
NA19399	LWK	AFR	nan
NA19401	LWK	AFR	nan
NA19403	LWK	AFR	nan
NA19404	LWK	AFR	nan
NA19428	LWK	AFR	nan
NA19429	LWK	AFR	nan
NA19430	LWK	AFR	nan
NA19431	LWK	AFR	nan
NA19432	LWK	AFR	nan
NA19434	LWK	AFR	nan
NA19435	LWK	AFR	nan
NA19436	LWK	AFR	nan
NA19437	LWK	AFR	nan
NA19438	LWK	AFR	nan
NA19439	LWK	AFR	nan
NA19440	LWK	AFR	nan
NA19443	LWK	AFR	nan
NA19444	LWK	AFR	nan
NA19445	LWK	AFR	nan
NA19446	LWK	AFR	nan
NA19448	LWK	AFR	nan
NA19449	LWK	AFR	nan
NA19451	LWK	AFR	nan
NA19452	LWK	AFR	nan
NA19453	LWK	AFR	nan
NA19454	LWK	AFR	unrel
NA19455	LWK	AFR	nan
NA19456	LWK	AFR	nan
NA19457	LWK	AFR	nan
NA19461	LWK	AFR	nan
NA19462	LWK	AFR	nan
NA19463	LWK	AFR	nan
NA19466	LWK	AFR	nan
NA19467	LWK	AFR	nan
NA19468	LWK	AFR	nan
NA19469	LWK	AFR	nan
NA19470	LWK	AFR	nan
NA19471	LWK	AFR	nan
NA19472	LWK	AFR	nan
NA19473	LWK	AFR	nan
NA19474	LWK	AFR	nan
NA19475	LWK	AFR	unrel
NA19625	ASW	AFR	child
NA19648	MXL	AMR	mother
NA19649	MXL	AMR	father
NA19650	MXL	AMR	child
NA19651	MXL	AMR	mother
NA19652	MXL	AMR	father
NA19653	MXL	AMR	child
NA19654	MXL	AMR	mother
NA19655	MXL	AMR	father
NA19656	MXL	AMR	child
NA19657	MXL	AMR	mother
NA19658	MXL	AMR	father
NA19659	MXL	AMR	child
NA19660	MXL	AMR	mother
NA19661	MXL	AMR	father
NA19662	MXL	AMR	child
NA19663	MXL	AMR	mother
NA19664	MXL	AMR	father
NA19665	MXL	AMR	child
NA19669	MXL	AMR	mother
NA19670	MXL	AMR	father
NA19671	MXL	AMR	child
NA19672	MXL	AMR	mother
NA19674	MXL	AMR	child of 19672
NA19675	MXL	AMR	mother
NA19676	MXL	AMR	father
NA19677	MXL	AMR	child
NA19678	MXL	AMR	mother
NA19679	MXL	AMR	father
NA19680	MXL	AMR	child
NA19681	MXL	AMR	mother
NA19682	MXL	AMR	father
NA19683	MXL	AMR	child
NA19684	MXL	AMR	mother
NA19685	MXL	AMR	father
NA19686	MXL	AMR	child
NA19700	ASW	AFR	father
NA19701	ASW	AFR	mother
NA19702	ASW	AFR	child
NA19703	ASW	AFR	father
NA19704	ASW	AFR	mother
NA19705	ASW	AFR	child
NA19707	ASW	AFR	mother
NA19708	ASW	AFR	child
NA19711	ASW	AFR	father
NA19712	ASW	AFR	mother
NA19713	ASW	AFR	mother
NA19714	ASW	AFR	child
NA19716	MXL	AMR	mother
NA19717	MXL	AMR	father
NA19718	MXL	AMR	child
NA19719	MXL	AMR	mother
NA19720	MXL	AMR	father
NA19721	MXL	AMR	child
NA19722	MXL	AMR	mother
NA19723	MXL	AMR	father
NA19724	MXL	AMR	child
NA19725	MXL	AMR	mother
NA19726	MXL	AMR	father
NA19727	MXL	AMR	child
NA19728	MXL	AMR	mother
NA19729	MXL	AMR	father
NA19730	MXL	AMR	child
NA19731	MXL	AMR	mother
NA19732	MXL	AMR	father
NA19733	MXL	AMR	child
NA19734	MXL	AMR	mother
NA19735	MXL	AMR	father
NA19737	MXL	AMR	mother
NA19738	MXL	AMR	father
NA19740	MXL	AMR	mother
NA19741	MXL	AMR	father
NA19742	MXL	AMR	child of 19740
NA19746	MXL	AMR	mother
NA19747	MXL	AMR	father
NA19748	MXL	AMR	child
NA19749	MXL	AMR	mother
NA19750	MXL	AMR	father
NA19751	MXL	AMR	child
NA19752	MXL	AMR	mother
NA19753	MXL	AMR	father
NA19754	MXL	AMR	child of 19752&3
NA19755	MXL	AMR	mother
NA19756	MXL	AMR	father
NA19757	MXL	AMR	child
NA19758	MXL	AMR	mother
NA19759	MXL	AMR	father
NA19760	MXL	AMR	child
NA19761	MXL	AMR	mother
NA19762	MXL	AMR	father
NA19763	MXL	AMR	child
NA19764	MXL	AMR	mother
NA19766	MXL	AMR	child of 19764
NA19770	MXL	AMR	mother
NA19771	MXL	AMR	father
NA19772	MXL	AMR	child
NA19773	MXL	AMR	mother
NA19774	MXL	AMR	father
NA19775	MXL	AMR	child
NA19776	MXL	AMR	mother
NA19777	MXL	AMR	father
NA19778	MXL	AMR	child
NA19779	MXL	AMR	mother
NA19780	MXL	AMR	father
NA19781	MXL	AMR	child
NA19782	MXL	AMR	mother
NA19783	MXL	AMR	father
NA19784	MXL	AMR	child
NA19785	MXL	AMR	mother
NA19786	MXL	AMR	father
NA19787	MXL	AMR	child
NA19788	MXL	AMR	mother
NA19789	MXL	AMR	father
NA19790	MXL	AMR	child
NA19792	MXL	AMR	father
NA19794	MXL	AMR	mother
NA19795	MXL	AMR	father
NA19796	MXL	AMR	child
NA19797	MXL	AMR	mother
NA19798	MXL	AMR	father
NA19818	ASW	AFR	father
NA19819	ASW	AFR	mother
NA19828	ASW	AFR	child
NA19834	ASW	AFR	father
NA19835	ASW	AFR	mother
NA19836	ASW	AFR	child
NA19900	ASW	AFR	father
NA19901	ASW	AFR	mother
NA19902	ASW	AFR	child
NA19904	ASW	AFR	father
NA19905	ASW	AFR	nan
NA19908	ASW	AFR	father
NA19909	ASW	AFR	mother
NA19913	ASW	AFR	nan
NA19914	ASW	AFR	mother
NA19915	ASW	AFR	child
NA19916	ASW	AFR	father
NA19917	ASW	AFR	mother
NA19918	ASW	AFR	child
NA19919	ASW	AFR	child
NA19920	ASW	AFR	father
NA19921	ASW	AFR	mother
NA19922	ASW	AFR	father
NA19923	ASW	AFR	mother
NA19924	ASW	AFR	nan
NA19982	ASW	AFR	father
NA19983	ASW	AFR	child
NA19984	ASW	AFR	father
NA19985	ASW	AFR	mother
NA20126	ASW	AFR	father
NA20127	ASW	AFR	mother
NA20128	ASW	AFR	child
NA20129	ASW	AFR	child
NA20274	ASW	AFR	nan
NA20276	ASW	AFR	mother
NA20277	ASW	AFR	child
NA20278	ASW	AFR	father
NA20279	ASW	AFR	child
NA20281	ASW	AFR	not father
NA20282	ASW	AFR	mother
NA20284	ASW	AFR	child
NA20285	ASW	AFR	child
NA20287	ASW	AFR	mother
NA20288	ASW	AFR	child
NA20289	ASW	AFR	mother
NA20290	ASW	AFR	child
NA20291	ASW	AFR	father
NA20292	ASW	AFR	child
NA20294	ASW	AFR	mother
NA20295	ASW	AFR	child
NA20296	ASW	AFR	mother
NA20297	ASW	AFR	child
NA20298	ASW	AFR	father
NA20299	ASW	AFR	mother
NA20300	ASW	AFR	child
NA20301	ASW	AFR	mother
NA20302	ASW	AFR	child
NA20312	ASW	AFR	nan
NA20313	ASW	AFR	nan
NA20314	ASW	AFR	mother
NA20316	ASW	AFR	child
NA20317	ASW	AFR	mother
NA20318	ASW	AFR	nan
NA20319	ASW	AFR	child
NA20320	ASW	AFR	nan
NA20321	ASW	AFR	nan
NA20322	ASW	AFR	child
NA20332	ASW	AFR	mother
NA20333	ASW	AFR	child
NA20334	ASW	AFR	mother
NA20335	ASW	AFR	child
NA20336	ASW	AFR	mother
NA20337	ASW	AFR	child
NA20339	ASW	AFR	mother
NA20340	ASW	AFR	father
NA20341	ASW	AFR	mother
NA20342	ASW	AFR	father
NA20343	ASW	AFR	child
NA20344	ASW	AFR	mother
NA20345	ASW	AFR	child
NA20346	ASW	AFR	father
NA20347	ASW	AFR	child
NA20348	ASW	AFR	father
NA20349	ASW	AFR	father
NA20350	ASW	AFR	child
NA20351	ASW	AFR	father
NA20355	ASW	AFR	nan
NA20356	ASW	AFR	father
NA20357	ASW	AFR	mother
NA20358	ASW	AFR	child
NA20359	ASW	AFR	mother
NA20360	ASW	AFR	child
NA20361	ASW	AFR	child
NA20362	ASW	AFR	nan
NA20363	ASW	AFR	mother
NA20364	ASW	AFR	child
NA20412	ASW	AFR	mother
NA20413	ASW	AFR	child
NA20414	ASW	AFR	mother
NA20502	TSI	EUR	nan
NA20503	TSI	EUR	nan
NA20504	TSI	EUR	nan
NA20505	TSI	EUR	nan
NA20506	TSI	EUR	nan
NA20507	TSI	EUR	nan
NA20508	TSI	EUR	nan
NA20509	TSI	EUR	nan
NA20510	TSI	EUR	nan
NA20511	TSI	EUR	unrel
NA20512	TSI	EUR	nan
NA20513	TSI	EUR	nan
NA20514	TSI	EUR	nan
NA20515	TSI	EUR	nan
NA20516	TSI	EUR	nan
NA20517	TSI	EUR	nan
NA20518	TSI	EUR	nan
NA20519	TSI	EUR	nan
NA20520	TSI	EUR	nan
NA20521	TSI	EUR	nan
NA20522	TSI	EUR	nan
NA20524	TSI	EUR	nan
NA20525	TSI	EUR	nan
NA20526	TSI	EUR	nan
NA20527	TSI	EUR	nan
NA20528	TSI	EUR	nan
NA20529	TSI	EUR	nan
NA20530	TSI	EUR	nan
NA20531	TSI	EUR	nan
NA20532	TSI	EUR	nan
NA20533	TSI	EUR	nan
NA20534	TSI	EUR	nan
NA20535	TSI	EUR	nan
NA20536	TSI	EUR	nan
NA20537	TSI	EUR	nan
NA20538	TSI	EUR	nan
NA20539	TSI	EUR	nan
NA20540	TSI	EUR	nan
NA20541	TSI	EUR	nan
NA20542	TSI	EUR	nan
NA20543	TSI	EUR	nan
NA20544	TSI	EUR	nan
NA20581	TSI	EUR	nan
NA20582	TSI	EUR	nan
NA20585	TSI	EUR	nan
NA20586	TSI	EUR	nan
NA20587	TSI	EUR	unrel
NA20588	TSI	EUR	nan
NA20589	TSI	EUR	nan
NA20752	TSI	EUR	nan
NA20753	TSI	EUR	nan
NA20754	TSI	EUR	nan
NA20755	TSI	EUR	nan
NA20756	TSI	EUR	nan
NA20757	TSI	EUR	nan
NA20758	TSI	EUR	nan
NA20759	TSI	EUR	nan
NA20760	TSI	EUR	nan
NA20761	TSI	EUR	nan
NA20762	TSI	EUR	unrel
NA20763	TSI	EUR	unrel
NA20764	TSI	EUR	unrel
NA20765	TSI	EUR	nan
NA20766	TSI	EUR	nan
NA20767	TSI	EUR	unrel
NA20768	TSI	EUR	nan
NA20769	TSI	EUR	nan
NA20770	TSI	EUR	nan
NA20771	TSI	EUR	nan
NA20772	TSI	EUR	nan
NA20773	TSI	EUR	nan
NA20774	TSI	EUR	nan
NA20775	TSI	EUR	nan
NA20778	TSI	EUR	nan
NA20783	TSI	EUR	nan
NA20785	TSI	EUR	nan
NA20786	TSI	EUR	nan
NA20787	TSI	EUR	nan
NA20790	TSI	EUR	nan
NA20792	TSI	EUR	nan
NA20795	TSI	EUR	nan
NA20796	TSI	EUR	nan
NA20797	TSI	EUR	nan
NA20798	TSI	EUR	nan
NA20799	TSI	EUR	nan
NA20800	TSI	EUR	nan
NA20801	TSI	EUR	nan
NA20802	TSI	EUR	nan
NA20803	TSI	EUR	nan
NA20804	TSI	EUR	nan
NA20805	TSI	EUR	nan
NA20806	TSI	EUR	nan
NA20807	TSI	EUR	nan
NA20808	TSI	EUR	nan
NA20809	TSI	EUR	nan
NA20810	TSI	EUR	nan
NA20811	TSI	EUR	nan
NA20812	TSI	EUR	nan
NA20813	TSI	EUR	nan
NA20814	TSI	EUR	nan
NA20815	TSI	EUR	nan
NA20816	TSI	EUR	nan
NA20818	TSI	EUR	nan
NA20819	TSI	EUR	nan
NA20821	TSI	EUR	unrel
NA20822	TSI	EUR	unrel
NA20826	TSI	EUR	nan
NA20827	TSI	EUR	unrel
NA20828	TSI	EUR	nan
NA20829	TSI	EUR	unrel
NA20831	TSI	EUR	unrel
NA20832	TSI	EUR	nan
NA20845	GIH	SAS	nan
NA20846	GIH	SAS	nan
NA20847	GIH	SAS	nan
NA20849	GIH	SAS	nan
NA20850	GIH	SAS	nan
NA20851	GIH	SAS	nan
NA20852	GIH	SAS	nan
NA20853	GIH	SAS	nan
NA20854	GIH	SAS	nan
NA20856	GIH	SAS	nan
NA20858	GIH	SAS	nan
NA20859	GIH	SAS	nan
NA20861	GIH	SAS	nan
NA20862	GIH	SAS	nan
NA20863	GIH	SAS	nan
NA20864	GIH	SAS	nan
NA20866	GIH	SAS	nan
NA20867	GIH	SAS	nan
NA20868	GIH	SAS	nan
NA20869	GIH	SAS	nan
NA20870	GIH	SAS	nan
NA20871	GIH	SAS	nan
NA20872	GIH	SAS	nan
NA20873	GIH	SAS	nan
NA20874	GIH	SAS	nan
NA20875	GIH	SAS	nan
NA20876	GIH	SAS	nan
NA20877	GIH	SAS	nan
NA20878	GIH	SAS	nan
NA20879	GIH	SAS	nan
NA20881	GIH	SAS	nan
NA20882	GIH	SAS	nan
NA20883	GIH	SAS	nan
NA20884	GIH	SAS	nan
NA20885	GIH	SAS	nan
NA20886	GIH	SAS	nan
NA20887	GIH	SAS	nan
NA20888	GIH	SAS	nan
NA20889	GIH	SAS	nan
NA20890	GIH	SAS	nan
NA20891	GIH	SAS	nan
NA20892	GIH	SAS	nan
NA20893	GIH	SAS	nan
NA20894	GIH	SAS	nan
NA20895	GIH	SAS	nan
NA20896	GIH	SAS	nan
NA20897	GIH	SAS	nan
NA20898	GIH	SAS	nan
NA20899	GIH	SAS	nan
NA20900	GIH	SAS	unrel
NA20901	GIH	SAS	nan
NA20902	GIH	SAS	nan
NA20903	GIH	SAS	nan
NA20904	GIH	SAS	nan
NA20905	GIH	SAS	nan
NA20906	GIH	SAS	nan
NA20907	GIH	SAS	nan
NA20908	GIH	SAS	nan
NA20909	GIH	SAS	nan
NA20910	GIH	SAS	nan
NA20911	GIH	SAS	nan
NA21086	GIH	SAS	nan
NA21087	GIH	SAS	nan
NA21088	GIH	SAS	nan
NA21089	GIH	SAS	nan
NA21090	GIH	SAS	nan
NA21091	GIH	SAS	nan
NA21092	GIH	SAS	nan
NA21093	GIH	SAS	nan
NA21094	GIH	SAS	nan
NA21095	GIH	SAS	nan
NA21097	GIH	SAS	nan
NA21098	GIH	SAS	nan
NA21099	GIH	SAS	nan
NA21100	GIH	SAS	nan
NA21101	GIH	SAS	nan
NA21102	GIH	SAS	nan
NA21103	GIH	SAS	nan
NA21104	GIH	SAS	nan
NA21105	GIH	SAS	nan
NA21106	GIH	SAS	nan
NA21107	GIH	SAS	nan
NA21108	GIH	SAS	nan
NA21109	GIH	SAS	nan
NA21110	GIH	SAS	nan
NA21111	GIH	SAS	nan
NA21112	GIH	SAS	nan
NA21113	GIH	SAS	nan
NA21114	GIH	SAS	nan
NA21115	GIH	SAS	nan
NA21116	GIH	SAS	nan
NA21117	GIH	SAS	nan
NA21118	GIH	SAS	nan
NA21119	GIH	SAS	nan
NA21120	GIH	SAS	nan
NA21121	GIH	SAS	nan
NA21122	GIH	SAS	nan
NA21123	GIH	SAS	nan
NA21124	GIH	SAS	unrel
NA21125	GIH	SAS	nan
NA21126	GIH	SAS	unrel
NA21127	GIH	SAS	unrel
NA21128	GIH	SAS	unrel
NA21129	GIH	SAS	unrel
NA21130	GIH	SAS	unrel
NA21133	GIH	SAS	unrel
NA21134	GIH	SAS	nan
NA21135	GIH	SAS	unrel
NA21137	GIH	SAS	nan
NA21141	GIH	SAS	nan
NA21142	GIH	SAS	nan
NA21143	GIH	SAS	nan
NA21144	GIH	SAS	nan
